position,SAT_107,SAT_108,SAT_109,SAT_110,SAT_111,SAT_112,SAT_113,SAT_114,SAT_115,SAT_116,SAT_117,SAT_118,SAT_119,SAT_120,SAT_121,SAT_122,SAT_123,SAT_124,SAT_125,SAT_126,SAT_127,SAT_128,SAT_129,SAT_130,SAT_131,SAT_132,SAT_133,SAT_134,SAT_135,SAT_136,SAT_137,SAT_138
600,1.089329,1.090725,0.247333,0.250400,-2.762785,-2.763662,0.470160,0.467292,1.514213,1.513104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
605,1.074573,1.075861,0.382496,0.385446,-2.711861,-2.712273,0.165194,0.162230,1.556003,1.554512,0.186508,0.186287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
610,1.058574,1.059762,0.517264,0.520144,-2.655948,-2.655825,-0.138541,-0.141686,1.594939,1.593052,0.370407,0.369995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
615,1.040279,1.041242,0.650933,0.653797,-2.590677,-2.590077,-0.440811,-0.443982,1.626706,1.624824,0.548679,0.548034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
620,1.017931,1.019079,0.782733,0.785677,-2.512210,-2.509971,-0.740150,-0.744786,1.648758,1.645557,0.718244,0.717069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
625,0.988510,0.989097,0.909226,0.912053,-2.409127,-2.407062,-1.035697,-1.039875,1.654639,1.652542,0.875047,0.874249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
630,0.949849,0.950709,1.028711,1.031602,-2.281907,-2.280149,-1.323918,-1.327030,1.644713,1.642202,1.017694,1.016868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
635,0.897725,0.898557,1.136293,1.138913,-2.121218,-2.119327,-1.599703,-1.602563,1.614802,1.612453,1.143150,1.142349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
640,0.829301,0.830099,1.228002,1.230447,-1.924669,-1.922694,-1.859710,-1.862302,1.564853,1.562859,1.249972,1.249354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
645,0.741732,0.742452,1.299738,1.301728,-1.690818,-1.688870,-2.099436,-2.101722,1.494176,1.492699,1.337441,1.336779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
650,0.638125,0.638740,1.350983,1.352681,-1.426602,-1.425154,-2.314814,-2.316578,1.403515,1.402765,1.407199,1.407172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
655,0.523541,0.524031,1.384544,1.385792,-1.143278,-1.142417,-2.503121,-2.504458,1.293635,1.293718,1.463080,1.463387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
660,0.404285,0.404717,1.404883,1.404948,-0.850991,-0.850786,-2.664028,-2.664732,1.165487,1.166353,1.508357,1.509092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
665,0.284561,0.285607,1.413255,1.413593,-0.557640,-0.558461,-2.792989,-2.793225,1.018426,1.019323,1.544920,1.545423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
